_id,listing_url,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,extra_people,guests_included,images,review_scores
102995,https://www.airbnb.com/rooms/102995,UWS Brownstone Near Central Park,Apartment,Entire home/apt,Real Bed,21,30,moderate,3,1.0,3.0,45,1.0,212.00,120.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/1915586/9e2d0945_original.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 93}"
10306879,https://www.airbnb.com/rooms/10306879,Alugo Apart frente mar Barra Tijuca,Apartment,Entire home/apt,Real Bed,10,90,flexible,4,1.0,2.0,0,1.0,933.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/86a84e4e-9792-461d-8bd7-452b598becab.jpg?aki_policy=large'},{}
103161,https://www.airbnb.com/rooms/103161,Cozy Art Top Floor Apt in PRIME Williamsburg!,Apartment,Entire home/apt,Real Bed,2,300,strict_14_with_grace_period,2,1.0,2.0,117,1.0,175.00,90.00,300.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/fc6b432c-c2a2-4995-9427-60c987615bd6.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 96}"
10317142,https://www.airbnb.com/rooms/10317142,Private OceanFront - Bathtub Beach. Spacious House,House,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,14,4.0,10.0,32,4.0,795.00,345.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/71635659-be9e-4860-90ed-312f37e641c2.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 94}"
10324377,https://www.airbnb.com/rooms/10324377,Suíte em local tranquilo e seguro,House,Private room,Real Bed,1,1125,moderate,1,1.0,1.0,0,1.0,101.00,100.00,50.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/bffd61db-ade5-458f-a40d-9603fc70acaa.jpg?aki_policy=large'},{}
10332161,https://www.airbnb.com/rooms/10332161,A large sunny bedroom,Apartment,Private room,Real Bed,3,1125,moderate,1,1.0,1.0,2,1.0,35.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/7e68a65c-562e-42b2-bc6c-c95a87eac969.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 6, 'review_scores_value': 9, 'review_scores_rating': 90}"
10343118,https://www.airbnb.com/rooms/10343118,Best location 1BR Apt in HK - Shops & Sights,Apartment,Entire home/apt,Real Bed,1,60,strict_14_with_grace_period,4,1.0,2.0,145,1.0,997.00,380.00,160.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/f0134013-7f06-457e-a0fc-5ecd294f43a0.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 94}"
10354347,https://www.airbnb.com/rooms/10354347,Room For Erasmus,Apartment,Private room,Real Bed,1,1125,flexible,2,2.0,2.0,1,1.0,37.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/71d16486-b63a-4407-959e-746fee61b61d.jpg?aki_policy=large'},{}
10359729,https://www.airbnb.com/rooms/10359729,,Apartment,Private room,Real Bed,1,1125,flexible,4,1.0,2.0,0,1.0,105.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/5e2149f5-f226-42ce-aec8-fd9b38e72048.jpg?aki_policy=large'},{}
1036027,https://www.airbnb.com/rooms/1036027,BBC OPORTO 4X2,Apartment,Entire home/apt,Real Bed,3,1125,flexible,8,4.0,8.0,71,2.0,100.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/17204641/40fc3945_original.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 88}"
10373872,https://www.airbnb.com/rooms/10373872,Apartamento Mobiliado - Lgo do Machado,Apartment,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,4,1.0,2.0,0,1.0,149.00,60.00,40.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/cddd4ce4-1936-4417-9fbb-dfcc557d7bc2.jpg?aki_policy=large'},{}
1038163,https://www.airbnb.com/rooms/1038163,luxury apartment in istanbul taxsim,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1.0,3.0,135,1.0,269.00,60.00,42.00,3,{'picture_url': 'https://a0.muscache.com/im/pictures/15668236/28d9f337_original.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 91}"
10381879,https://www.airbnb.com/rooms/10381879,Pousada das Colonias,Bed and breakfast,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,9,1.0,138.00,,70.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/c4a83827-424e-4ecb-bcce-aa826d08bad4.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 98}"
10383490,https://www.airbnb.com/rooms/10383490,Quarto Taquara - Jacarepaguá,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,1,1.0,101.00,120.00,20.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/f5e96547-9b65-4b6b-a404-8824f01cc165.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
10392282,https://www.airbnb.com/rooms/10392282,Banyan Bungalow,Bungalow,Entire home/apt,Real Bed,2,300,flexible,2,0.0,1.0,99,1.0,100.00,80.00,20.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/c5cb209b-c982-4b54-b7a5-81da006ead12.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 96}"
10411341,https://www.airbnb.com/rooms/10411341,Beautiful flat with services,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,2.0,2.0,32,2.0,351.00,120.00,500.00,4,{'picture_url': 'https://a0.muscache.com/im/pictures/02d44d8f-9367-42a5-bf41-243aaea1f179.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 9, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 95}"
10415637,https://www.airbnb.com/rooms/10415637,(1) Beach Guest House - Go Make A Trip,Bed and breakfast,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,11,1.0,112.00,0.00,0.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/fb4ee284-ef42-4abe-96af-75124426a9c8.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 98}"
10416859,https://www.airbnb.com/rooms/10416859,"Studio convenient to CBD, beaches, street parking.",Guest suite,Entire home/apt,Real Bed,2,3,moderate,5,1.0,4.0,104,1.0,45.00,50.00,25.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/9c8ce5db-4ec6-4233-b51f-dcab88f4e4d9.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 96}"
10423504,https://www.airbnb.com/rooms/10423504,Bondi Beach Dreaming 3-Bed House,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,8,3.0,6.0,139,2.0,399.00,185.00,35.00,6,{'picture_url': 'https://a0.muscache.com/im/pictures/3e7cc29d-813d-407c-ae90-b6f2745cd384.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 96}"
1042446,https://www.airbnb.com/rooms/1042446,March 2019 availability! Oceanview on Sugar Beach!,Condominium,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,1.0,3.0,19,1.0,229.00,95.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/15715315/c1bba2c8_original.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 94}"
10431455,https://www.airbnb.com/rooms/10431455,Sala e quarto em copacabana com cozinha americana,Apartment,Entire home/apt,Real Bed,4,1125,flexible,3,1.0,1.0,0,1.0,298.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/64170e2a-2baa-4803-890b-984e416cb406.jpg?aki_policy=large'},{}
10448594,https://www.airbnb.com/rooms/10448594,Where Castles and Art meet the Sea,Apartment,Entire home/apt,Real Bed,5,1125,moderate,4,1.0,2.0,13,1.0,80.00,30.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/5978047b-84be-4625-a4b5-c9e5c60a1447.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 95}"
10449328,https://www.airbnb.com/rooms/10449328,Aluguel Temporada Casa São Conrado,House,Entire home/apt,Real Bed,5,1125,flexible,11,4.0,8.0,0,7.0,2499.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/a4f93656-c3f8-43ae-82ba-e0b59bb59d56.jpg?aki_policy=large'},{}
10458796,https://www.airbnb.com/rooms/10458796,Homely Room in 5-Star New Condo@MTR,Condominium,Private room,Real Bed,28,1125,strict_14_with_grace_period,2,1.0,1.0,179,1.0,479.00,,150.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/6c1b8132-6b6e-4b64-86e6-2fcb20dd5763.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 94}"
10459480,https://www.airbnb.com/rooms/10459480,Greenwich Fun and Luxury,House,Entire home/apt,Real Bed,5,1125,flexible,6,4.0,4.0,0,4.0,999.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/bab17a39-035d-4ad8-ba38-e6bd9be4245f.jpg?aki_policy=large'},{}
1047087,https://www.airbnb.com/rooms/1047087,The Garden Studio,Guesthouse,Entire home/apt,Real Bed,2,40,strict_14_with_grace_period,2,1.0,1.0,146,1.0,129.00,60.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/15742170/c4b4754f_original.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 10, 'review_scores_rating': 97}"
10471178,https://www.airbnb.com/rooms/10471178,Rented Room,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,112.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/fc7aaab6-23fd-44ca-8dfe-ed794fef1c3a.jpg?aki_policy=large'},{}
10486984,https://www.airbnb.com/rooms/10486984,Cheerful new renovated central apt,Apartment,Entire home/apt,Real Bed,3,1125,moderate,8,3.0,4.0,77,1.0,264.00,0.00,36.00,4,{'picture_url': 'https://a0.muscache.com/im/pictures/3eaf428d-d244-4985-b083-4780ece4ca5a.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 94}"
10487917,https://www.airbnb.com/rooms/10487917,Heroísmo IV,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2,0.0,1.0,31,1.0,29.00,10.00,0.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/c2d2ddfd-bcbc-47fa-8118-31c041fee36d.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 89}"
10488837,https://www.airbnb.com/rooms/10488837,Cozy House in Ortaköy,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,2.0,0,1.0,100.00,100.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/d94001ba-f4d6-4a9c-bb62-0e4df62589bf.jpg?aki_policy=large'},{}
10519173,https://www.airbnb.com/rooms/10519173,Condomínio Praia Barra da Tijuca,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2.0,5.0,18,2.0,351.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/fd97365c-79d8-4f3a-b658-963b8a5bb640.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 95}"
10527212,https://www.airbnb.com/rooms/10527212,位於深水埗地鐵站的溫馨公寓,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,4,1.0,2.0,18,1.0,353.00,50.00,50.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/bc0b5f0d-302d-47e6-9f45-77794c9b2ea8.jpg?aki_policy=large'},"{'review_scores_accuracy': 8, 'review_scores_cleanliness': 7, 'review_scores_checkin': 8, 'review_scores_communication': 7, 'review_scores_location': 8, 'review_scores_value': 8, 'review_scores_rating': 71}"
10527243,https://www.airbnb.com/rooms/10527243,Tropical Jungle Oasis,Condominium,Entire home/apt,Real Bed,2,1125,moderate,4,2.0,3.0,65,1.5,125.00,99.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/9c9dd09e-41de-4261-a9f6-942c0dcc02d1.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 96}"
10542174,https://www.airbnb.com/rooms/10542174,Luxury 1-Bdrm in Downtown Brooklyn,Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2,1.0,1.0,1,1.0,144.00,150.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/418c69b1-a49a-468d-9ea9-870468e15670.jpg?aki_policy=large'},{}
10545725,https://www.airbnb.com/rooms/10545725,Cozy bedroom Sagrada Familia,Apartment,Private room,Real Bed,2,1125,flexible,2,1.0,2.0,1,1.0,20.00,20.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/953b3c09-adb5-4d1c-a403-b3e61c8fa766.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
10545815,https://www.airbnb.com/rooms/10545815,Whole Apt. in East Williamsburg,Apartment,Entire home/apt,Real Bed,4,90,moderate,4,1.0,1.0,126,1.0,125.00,80.00,30.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/17c794b1-c5e3-4f1a-94cf-85284ed714f2.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 96}"
10548991,https://www.airbnb.com/rooms/10548991,Jubilee By The Sea (Ocean Views),House,Entire home/apt,Real Bed,2,90,strict_14_with_grace_period,11,4.0,6.0,45,2.0,325.00,250.00,25.00,8,{'picture_url': 'https://a0.muscache.com/im/pictures/ffaad9c0-3880-49de-9b0f-1282a2004dc2.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 98}"
10552362,https://www.airbnb.com/rooms/10552362,Sun filled comfortable apartment,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,2,1.0,85.00,15.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/3d6e5dac-daef-43a2-a480-c7676c7307a8.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
10558807,https://www.airbnb.com/rooms/10558807,Park Guell apartment with terrace,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2.0,3.0,51,1.0,85.00,40.00,0.00,6,{'picture_url': 'https://a0.muscache.com/im/pictures/305fe78c-c3d6-446e-b2d2-0ed0d0c4267a.jpg?aki_policy=large'},"{'review_scores_accuracy': 8, 'review_scores_cleanliness': 7, 'review_scores_checkin': 8, 'review_scores_communication': 8, 'review_scores_location': 8, 'review_scores_value': 8, 'review_scores_rating': 71}"
10560325,https://www.airbnb.com/rooms/10560325,Spacious and well located apartment,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,6,2.0,3.0,20,1.0,60.00,25.00,8.00,3,{'picture_url': 'https://a0.muscache.com/im/pictures/491297bc-cf3e-4f8c-b7f2-e5143c31b1c7.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 9, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 89}"
10570041,https://www.airbnb.com/rooms/10570041,Jardim Botânico Gourmet 2 bdroom,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2.0,5.0,9,2.0,395.00,300.00,35.00,4,{'picture_url': 'https://a0.muscache.com/im/pictures/860bf0f7-4a81-4c7b-a258-2ddef02b4b35.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 91}"
10573225,https://www.airbnb.com/rooms/10573225,Charming Spacious Park Slope Studio,Guest suite,Entire home/apt,Real Bed,3,1125,moderate,3,0.0,0.0,115,1.0,135.00,50.00,25.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/abce9916-b9fb-44ad-8cfd-84c1b965941a.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 98}"
10578580,https://www.airbnb.com/rooms/10578580,Panoramic Ocean View Studio in  Quiet Setting,Guesthouse,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,114,1.0,120.00,100.00,15.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/16099e47-1309-4bc0-b271-fc4643604d23.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 95}"
